protein,transcript,cluster_id,analysis_type,candidate_key,tree_sources,exon_orders,transcript_exon_ranks,exon_ids,exon_order_min,exon_order_max,n_exons,n_events,n_subjects,diameter_1d,diameter_3d,p_1d_size,p_3d_size,p_1d_protein,p_3d_protein,p_1d_joint,p_3d_joint,p_any_joint,p_hotspot_omnibus,n_unique_null_1d_diameters,n_unique_null_3d_diameters,null_1d_variable,null_3d_variable,compactness_testable,compactness_testability_reason,significant_1d,significant_3d,significant_any,hotspot_class,events_per_exon,subjects_per_exon,min_events_per_exon,min_subjects_per_exon,n_events_spanning_multiple_cluster_exons,n_subjects_spanning_multiple_cluster_exons,n_subjects_with_multiple_events_in_cluster,best_supported_subcluster_key,n_events_added_vs_best_subcluster,n_subjects_added_vs_best_subcluster,branch_adds_independent_subjects,recurrence_scope_used,best_recurrent_exon_order,best_recurrent_transcript_exon_rank,best_exon_p_subjects_raw,best_exon_p_subjects_scope_omnibus,best_exon_p_subjects_across_scopes,best_exon_p_subjects_omnibus,n_testable_recurrence_exons,n_significant_recurrent_exons,integrated_evidence_class,n_events_HOMDEL,n_subjects_HOMDEL,n_events_HETDEL,n_subjects_HETDEL,n_events_GAIN,n_subjects_GAIN,n_events_ALL_CNA,n_subjects_ALL_CNA
PTEN,ENST00000371953,HETDEL_cluster_0022,HETDEL,1;2;3;4;5;6;7;8;9,1D;3D,1;2;3;4;5;6;7;8;9,1;2;3;4;5;6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725,1,9,9,88,81,8,28.56150621,,,,,,,,,1,1,FALSE,FALSE,FALSE,invariant_1d_and_3d_null,FALSE,FALSE,FALSE,Multi-exon compactness not testable: invariant null,1:18;2:56;3:54;4:56;5:56;6:43;7:41;8:39;9:38,1:18;2:56;3:54;4:56;5:56;6:43;7:41;8:39;9:38,18,18,79,76,6,1;2;3;4;5,5,4,TRUE,PARTIAL_LOCALIZABLE,9,9,0.000999001,0.000999001,0.001998002,0.001998002,9,1,Recurrent exon(s); multi-exon compactness not testable,35,34,88,81,7,6,130,104
PTEN,ENST00000371953,GAIN_cluster_0001,GAIN,5;6;7;8;9,1D,5;6;7;8;9,5;6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001456541;ENSE00003725338,5,9,5,5,5,4,10.15923127,0.872255489,0.820359281,0.994011976,0.904191617,0.994011976,0.942115768,0.942115768,0.942115768,6,18,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,5:3;6:3;7:4;8:3;9:3,5:3;6:3;7:4;8:3;9:3,3,3,3,3,0,6;7;8;9,1,1,TRUE,PARTIAL_LOCALIZABLE,9,9,0.221778222,0.997002997,1,1,5,0,No significant recurrence or compactness,21,20,61,60,5,5,87,80
PTEN,ENST00000371953,GAIN_cluster_0002,GAIN,7;8,1D;3D,7;8,7;8,ENSE00001156315;ENSE00003725338,7,8,2,4,4,1,4.50447228,0.932135729,0.930139721,1,0.994011976,1,0.994011976,0.994011976,0.994011976,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,7:4;8:3,7:4;8:3,3,3,3,3,0,7,0,0,FALSE,PARTIAL_LOCALIZABLE,7,7,0.373626374,1,1,1,2,0,No significant recurrence or compactness,14,14,41,41,4,4,59,59
PTEN,ENST00000371953,GAIN_cluster_0003,GAIN,2;5,3D,2;5,2;5,ENSE00001156330;ENSE00001156351,2,5,2,3,3,3,4.485062558,0.988023952,0.986027944,1,1,1,1,1,1,3,3,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,2:1;5:3,2:1;5:3,1,1,1,1,0,5,0,0,FALSE,PARTIAL_LOCALIZABLE,5,5,0.815184815,1,1,1,2,0,No significant recurrence or compactness,32,32,76,73,3,3,111,97
PTEN,ENST00000371953,GAIN_cluster_0004,GAIN,6;9,3D,6;9,6;9,ENSE00001156327;ENSE00001456541,6,9,2,3,3,3,4.779300804,0.988023952,0.986027944,1,1,1,1,1,1,3,3,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,6:3;9:3,6:3;9:3,3,3,3,3,0,6,0,0,FALSE,PARTIAL_LOCALIZABLE,9,9,0.221778222,0.997002997,1,1,2,0,No significant recurrence or compactness,15,15,43,43,3,3,61,60
PTEN,ENST00000371953,GAIN_cluster_0005,GAIN,1;2,1D,1;2,1;2,ENSE00001156351;ENSE00004011725,1,2,2,3,2,1,5.092847599,0.986027944,0.986027944,1,1,1,1,1,1,2,2,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:2;2:1,1:2;2:1,1,1,0,0,1,1,1,0,FALSE,PARTIAL_LOCALIZABLE,1,1,0.390609391,1,1,1,2,0,No significant recurrence or compactness,27,27,62,61,3,2,92,89
PTEN,ENST00000371953,GAIN_cluster_0006,GAIN,5;6,1D,5;6,5;6,ENSE00001156327;ENSE00001156330,5,6,2,4,4,1,5.159289126,0.932135729,0.966067864,1,1,1,1,1,1,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,5:3;6:3,5:3;6:3,3,3,2,2,0,5,1,1,TRUE,PARTIAL_LOCALIZABLE,5,5,0.815184815,1,1,1,2,0,No significant recurrence or compactness,20,19,61,60,4,4,85,79
PTEN,ENST00000371953,GAIN_cluster_0007,GAIN,1;2;5,3D,1;2;5,1;2;5,ENSE00001156330;ENSE00001156351;ENSE00004011725,1,5,3,5,4,4,5.230507896,0.988023952,0.976047904,1,1,1,1,1,1,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:2;2:1;5:3,1:2;2:1;5:3,1,1,1,1,1,2;5,2,1,TRUE,PARTIAL_LOCALIZABLE,1,1,0.390609391,1,1,1,3,0,No significant recurrence or compactness,33,33,82,77,5,4,120,102
PTEN,ENST00000371953,GAIN_cluster_0008,GAIN,3;4,1D;3D,3;4,3;4,ENSE00001156344;ENSE00003595610,3,4,2,3,3,1,5.559450626,0.988023952,0.988023952,1,1,1,1,1,1,3,3,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,3:2;4:3,3:2;4:3,2,2,2,2,0,4,0,0,FALSE,PARTIAL_LOCALIZABLE,4,4,0.718281718,1,1,1,2,0,No significant recurrence or compactness,31,31,73,71,3,3,107,95
PTEN,ENST00000371953,GAIN_cluster_0009,GAIN,6;7;8;9,3D,6;7;8;9,6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338,6,9,4,4,4,3,8.876166123,0.984031936,0.984031936,1,1,1,1,1,1,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,6:3;7:4;8:3;9:3,6:3;7:4;8:3;9:3,3,3,3,3,0,7;8;9,0,0,FALSE,PARTIAL_LOCALIZABLE,9,9,0.221778222,0.997002997,1,1,4,0,No significant recurrence or compactness,15,15,43,43,4,4,62,61
PTEN,ENST00000371953,GAIN_cluster_0010,GAIN,7;8;9,1D,7;8;9,7;8;9,ENSE00001156315;ENSE00001456541;ENSE00003725338,7,9,3,4,4,2,8.876166123,0.954091816,0.984031936,1,1,1,1,1,1,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,7:4;8:3;9:3,7:4;8:3;9:3,3,3,3,3,0,7;8,0,0,FALSE,PARTIAL_LOCALIZABLE,9,9,0.221778222,0.997002997,1,1,3,0,No significant recurrence or compactness,15,15,41,41,4,4,60,59
PTEN,ENST00000371953,GAIN_cluster_0011,GAIN,1;2;3;4,1D,1;2;3;4,1;2;3;4,ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725,1,4,4,5,4,3,15.91594442,0.984031936,0.988023952,1,1,1,1,1,1,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:2;2:1;3:2;4:3,1:2;2:1;3:2;4:3,1,1,2,2,1,3;4,2,1,TRUE,PARTIAL_LOCALIZABLE,1,1,0.390609391,1,1,1,4,0,No significant recurrence or compactness,33,33,83,77,5,4,121,102
PTEN,ENST00000371953,GAIN_cluster_0012,GAIN,1;2;3;4;5,3D,1;2;3;4;5,1;2;3;4;5,ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725,1,5,5,5,4,4,15.91594442,0.988023952,0.988023952,1,1,1,1,1,1,6,11,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:2;2:1;3:2;4:3;5:3,1:2;2:1;3:2;4:3;5:3,1,1,3,3,1,1;2;3;4,0,0,FALSE,PARTIAL_LOCALIZABLE,1,1,0.390609391,1,1,1,5,0,No significant recurrence or compactness,33,33,83,77,5,4,121,102
PTEN,ENST00000371953,GAIN_cluster_0013,GAIN,1;2;3;4;5;6;7;8;9,1D;3D,1;2;3;4;5;6;7;8;9,1;2;3;4;5;6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725,1,9,9,7,6,8,28.56150621,1,1,1,1,1,1,1,1,7,17,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:2;2:1;3:2;4:3;5:3;6:3;7:4;8:3;9:3,1:2;2:1;3:2;4:3;5:3;6:3;7:4;8:3;9:3,1,1,4,4,1,5;6;7;8;9,2,1,TRUE,PARTIAL_LOCALIZABLE,9,9,0.221778222,0.997002997,1,1,9,0,No significant recurrence or compactness,35,34,88,81,7,6,130,104
PTEN,ENST00000371953,GAIN_cluster_0014,GAIN,1,1D;3D,1,1,ENSE00004011725,1,1,1,2,2,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,1:02,1:02,2,2,0,0,0,,,,,PARTIAL_LOCALIZABLE,1,1,0.390609391,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,3,3,18,18,2,2,23,23
PTEN,ENST00000371953,GAIN_cluster_0015,GAIN,3,1D;3D,3,3,ENSE00001156344,3,3,1,2,2,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,3:02,3:02,2,2,0,0,0,,,,,PARTIAL_LOCALIZABLE,3,3,1,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,25,25,54,54,2,2,81,81
PTEN,ENST00000371953,GAIN_cluster_0016,GAIN,4,1D;3D,4,4,ENSE00003595610,4,4,1,3,3,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,4:03,4:03,3,3,0,0,0,,,,,PARTIAL_LOCALIZABLE,4,4,0.718281718,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,19,19,56,56,3,3,78,78
PTEN,ENST00000371953,GAIN_cluster_0017,GAIN,5,1D;3D,5,5,ENSE00001156330,5,5,1,3,3,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,5:03,5:03,3,3,0,0,0,,,,,PARTIAL_LOCALIZABLE,5,5,0.815184815,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,19,19,56,56,3,3,78,78
PTEN,ENST00000371953,GAIN_cluster_0018,GAIN,6,1D;3D,6,6,ENSE00001156327,6,6,1,3,3,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,6:03,6:03,3,3,0,0,0,,,,,PARTIAL_LOCALIZABLE,6,6,0.909090909,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,14,14,43,43,3,3,60,60
PTEN,ENST00000371953,GAIN_cluster_0019,GAIN,7,1D;3D,7,7,ENSE00003725338,7,7,1,4,4,0,0,,,,,,,,,6,11,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,7:04,7:04,4,4,0,0,0,,,,,PARTIAL_LOCALIZABLE,7,7,0.373626374,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,14,14,41,41,4,4,59,59
PTEN,ENST00000371953,GAIN_cluster_0020,GAIN,8,1D;3D,8,8,ENSE00001156315,8,8,1,3,3,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,8:03,8:03,3,3,0,0,0,,,,,PARTIAL_LOCALIZABLE,8,8,0.578421578,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,14,14,39,39,3,3,56,56
PTEN,ENST00000371953,GAIN_cluster_0021,GAIN,9,1D;3D,9,9,ENSE00001456541,9,9,1,3,3,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,9:03,9:03,3,3,0,0,0,,,,,PARTIAL_LOCALIZABLE,9,9,0.221778222,0.997002997,1,1,1,0,No significant recurrence; multi-exon compactness not testable,15,15,38,38,3,3,56,56
PTEN,ENST00000371953,ALL_CNA_cluster_0001,ALL_CNA,1;2;5,3D,1;2;5,1;2;5,ENSE00001156330;ENSE00001156351;ENSE00004011725,1,5,3,120,102,4,5.230507896,0.005988024,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,2,2,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,Exon-local CNA hotspot also compact in structure,1:23;2:83;5:78,1:23;2:83;5:78,23,23,59,59,18,2;5,9,5,TRUE,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,3,1,Recurrent exon(s) in a significant 1D/3D compact cluster,33,33,82,77,5,4,120,102
PTEN,ENST00000371953,ALL_CNA_cluster_0002,ALL_CNA,1;2;3;4,1D,1;2;3;4,1;2;3;4,ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725,1,4,4,121,102,3,15.91594442,0.001996008,0.005988024,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,2,2,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,Exon-local CNA hotspot also compact in structure,1:23;2:83;3:81;4:78,1:23;2:83;3:81;4:78,23,23,82,82,18,3;4,14,7,TRUE,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,4,1,Recurrent exon(s) in a significant 1D/3D compact cluster,33,33,83,77,5,4,121,102
PTEN,ENST00000371953,ALL_CNA_cluster_0003,ALL_CNA,1;2;3;4;5,3D,1;2;3;4;5,1;2;3;4;5,ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725,1,5,5,121,102,4,15.91594442,0.005988024,0.005988024,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,0.001996008,2,2,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,Exon-local CNA hotspot also compact in structure,1:23;2:83;3:81;4:78;5:78,1:23;2:83;3:81;4:78;5:78,23,23,108,96,18,1;2;3;4,0,0,FALSE,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,5,1,Recurrent exon(s) in a significant 1D/3D compact cluster,33,33,83,77,5,4,121,102
PTEN,ENST00000371953,ALL_CNA_cluster_0004,ALL_CNA,2;5,3D,2;5,2;5,ENSE00001156330;ENSE00001156351,2,5,2,111,97,3,4.485062558,0.013972056,0.003992016,0.011976048,0.001996008,0.023952096,0.001996008,0.001996008,0.001996008,3,4,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,Exon-local CNA hotspot also compact in structure,2:83;5:78,2:83;5:78,78,78,50,50,14,2,28,14,TRUE,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,2,1,Recurrent exon(s) in a significant 1D/3D compact cluster,32,32,76,73,3,3,111,97
PTEN,ENST00000371953,ALL_CNA_cluster_0005,ALL_CNA,3;4,1D;3D,3;4,3;4,ENSE00001156344;ENSE00003595610,3,4,2,107,95,1,5.559450626,0.001996008,0.079840319,0.001996008,0.175648703,0.001996008,0.24750499,0.001996008,0.001996008,3,4,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,Exon-order hotspot without independent 3D enrichment,3:81;4:78,3:81;4:78,78,78,52,52,12,3,26,14,TRUE,PARTIAL_LOCALIZABLE,3,3,0.010989011,0.194805195,0.38961039,0.38961039,2,0,Significant compact cluster without exon-level recurrence,31,31,73,71,3,3,107,95
PTEN,ENST00000371953,ALL_CNA_cluster_0006,ALL_CNA,1;2,1D,1;2,1;2,ENSE00001156351;ENSE00004011725,1,2,2,92,89,1,5.092847599,0.0499002,0.135728543,0.069860279,0.395209581,0.117764471,0.441117764,0.117764471,0.117764471,4,7,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:23;2:83,1:23;2:83,23,23,14,14,3,2,9,6,TRUE,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,2,1,Recurrent exon(s) without significant multi-exon compactness,27,27,62,61,3,2,92,89
PTEN,ENST00000371953,ALL_CNA_cluster_0007,ALL_CNA,7;8,1D;3D,7;8,7;8,ENSE00001156315;ENSE00003725338,7,8,2,59,59,1,4.50447228,0.163672655,0.155688623,0.644710579,0.674650699,0.74251497,0.690618762,0.690618762,0.690618762,3,4,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,7:59;8:56,7:59;8:56,56,56,56,56,0,7,0,0,FALSE,PARTIAL_LOCALIZABLE,8,8,0.834165834,1,1,1,2,0,No significant recurrence or compactness,14,14,41,41,4,4,59,59
PTEN,ENST00000371953,ALL_CNA_cluster_0008,ALL_CNA,7;8;9,1D,7;8;9,7;8;9,ENSE00001156315;ENSE00001456541;ENSE00003725338,7,9,3,60,59,2,8.876166123,0.163672655,0.163672655,0.644710579,0.728542914,0.74251497,0.74251497,0.74251497,0.74251497,3,4,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,7:59;8:56;9:56,7:59;8:56;9:56,56,56,56,56,1,7;8,1,0,FALSE,PARTIAL_LOCALIZABLE,9,9,0.000999001,0.000999001,0.001998002,0.001998002,3,1,Recurrent exon(s) without significant multi-exon compactness,15,15,41,41,4,4,60,59
PTEN,ENST00000371953,ALL_CNA_cluster_0009,ALL_CNA,6;9,3D,6;9,6;9,ENSE00001156327;ENSE00001456541,6,9,2,61,60,3,4.779300804,0.193612774,0.179640719,0.720558882,0.778443114,0.796407186,0.790419162,0.790419162,0.790419162,3,4,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,6:60;9:56,6:60;9:56,56,56,55,55,1,6,1,0,FALSE,PARTIAL_LOCALIZABLE,9,9,0.000999001,0.000999001,0.001998002,0.001998002,2,1,Recurrent exon(s) without significant multi-exon compactness,15,15,43,43,3,3,61,60
PTEN,ENST00000371953,ALL_CNA_cluster_0010,ALL_CNA,6;7;8;9,3D,6;7;8;9,6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338,6,9,4,62,61,3,8.876166123,0.185628743,0.185628743,0.716566866,0.780439122,0.79241517,0.79241517,0.79241517,0.79241517,4,5,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,6:60;7:59;8:56;9:56,6:60;7:59;8:56;9:56,56,56,58,58,1,6;9,1,1,TRUE,PARTIAL_LOCALIZABLE,9,9,0.000999001,0.000999001,0.001998002,0.001998002,4,1,Recurrent exon(s) without significant multi-exon compactness,15,15,43,43,4,4,62,61
PTEN,ENST00000371953,ALL_CNA_cluster_0011,ALL_CNA,5;6,1D,5;6,5;6,ENSE00001156327;ENSE00001156330,5,6,2,85,79,1,5.159289126,0.289421158,0.343313373,0.876247505,0.978043912,0.952095808,0.984031936,0.952095808,0.952095808,5,8,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,5:78;6:60,5:78;6:60,60,60,53,53,6,5,7,1,TRUE,PARTIAL_LOCALIZABLE,5,5,0.214785215,0.995004995,1,1,2,0,No significant recurrence or compactness,20,19,61,60,4,4,85,79
PTEN,ENST00000371953,ALL_CNA_cluster_0012,ALL_CNA,5;6;7;8;9,1D,5;6;7;8;9,5;6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001456541;ENSE00003725338,5,9,5,87,80,4,10.15923127,0.45508982,0.45508982,0.992015968,0.99001996,0.992015968,0.992015968,0.992015968,0.992015968,6,8,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,5:78;6:60;7:59;8:56;9:56,5:78;6:60;7:59;8:56;9:56,56,56,60,60,7,5;6,2,1,TRUE,PARTIAL_LOCALIZABLE,9,9,0.000999001,0.000999001,0.001998002,0.001998002,5,1,Recurrent exon(s) without significant multi-exon compactness,21,20,61,60,5,5,87,80
PTEN,ENST00000371953,ALL_CNA_cluster_0013,ALL_CNA,1;2;3;4;5;6;7;8;9,1D;3D,1;2;3;4;5;6;7;8;9,1;2;3;4;5;6;7;8;9,ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725,1,9,9,130,104,8,28.56150621,1,1,1,1,1,1,1,1,2,2,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,Weak clustering evidence,1:23;2:83;3:81;4:78;5:78;6:60;7:59;8:56;9:56,1:23;2:83;3:81;4:78;5:78;6:60;7:59;8:56;9:56,23,23,115,97,25,1;2;3;4;5,9,2,TRUE,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,9,2,Recurrent exon(s) without significant multi-exon compactness,35,34,88,81,7,6,130,104
PTEN,ENST00000371953,ALL_CNA_cluster_0014,ALL_CNA,1,1D;3D,1,1,ENSE00004011725,1,1,1,23,23,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,1:23,1:23,23,23,0,0,0,,,,,PARTIAL_LOCALIZABLE,1,1,0.993006993,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,3,3,18,18,2,2,23,23
PTEN,ENST00000371953,ALL_CNA_cluster_0015,ALL_CNA,2,1D;3D,2,2,ENSE00001156351,2,2,1,83,83,0,0,,,,,,,,,5,11,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,0.140972222,0.140972222,83,83,0,0,0,,,,,PARTIAL_LOCALIZABLE,2,2,0.000999001,0.000999001,0.001998002,0.001998002,1,1,Recurrent exon(s); multi-exon compactness not testable,26,26,56,56,1,1,83,83
PTEN,ENST00000371953,ALL_CNA_cluster_0016,ALL_CNA,3,1D;3D,3,3,ENSE00001156344,3,3,1,81,81,0,0,,,,,,,,,5,9,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,0.18125,0.18125,81,81,0,0,0,,,,,PARTIAL_LOCALIZABLE,3,3,0.010989011,0.194805195,0.38961039,0.38961039,1,0,No significant recurrence; multi-exon compactness not testable,25,25,54,54,2,2,81,81
PTEN,ENST00000371953,ALL_CNA_cluster_0017,ALL_CNA,4,1D;3D,4,4,ENSE00003595610,4,4,1,78,78,0,0,,,,,,,,,6,8,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,0.220833333,0.220833333,78,78,0,0,0,,,,,PARTIAL_LOCALIZABLE,4,4,0.434565435,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,19,19,56,56,3,3,78,78
PTEN,ENST00000371953,ALL_CNA_cluster_0018,ALL_CNA,5,1D;3D,5,5,ENSE00001156330,5,5,1,78,78,0,0,,,,,,,,,6,8,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,0.2625,0.2625,78,78,0,0,0,,,,,PARTIAL_LOCALIZABLE,5,5,0.214785215,0.995004995,1,1,1,0,No significant recurrence; multi-exon compactness not testable,19,19,56,56,3,3,78,78
PTEN,ENST00000371953,ALL_CNA_cluster_0019,ALL_CNA,6,1D;3D,6,6,ENSE00001156327,6,6,1,60,60,0,0,,,,,,,,,3,4,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,0.291666667,0.291666667,60,60,0,0,0,,,,,PARTIAL_LOCALIZABLE,6,6,1,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,14,14,43,43,3,3,60,60
PTEN,ENST00000371953,ALL_CNA_cluster_0020,ALL_CNA,7,1D;3D,7,7,ENSE00003725338,7,7,1,59,59,0,0,,,,,,,,,3,4,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,7:59,7:59,59,59,0,0,0,,,,,PARTIAL_LOCALIZABLE,7,7,0.992007992,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,14,14,41,41,4,4,59,59
PTEN,ENST00000371953,ALL_CNA_cluster_0021,ALL_CNA,8,1D;3D,8,8,ENSE00001156315,8,8,1,56,56,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,8:56,8:56,56,56,0,0,0,,,,,PARTIAL_LOCALIZABLE,8,8,0.834165834,1,1,1,1,0,No significant recurrence; multi-exon compactness not testable,14,14,39,39,3,3,56,56
PTEN,ENST00000371953,ALL_CNA_cluster_0022,ALL_CNA,9,1D;3D,9,9,ENSE00001456541,9,9,1,56,56,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,single_exon_cluster,FALSE,FALSE,FALSE,Single-exon recurrence assessed separately,9:56,9:56,56,56,0,0,0,,,,,PARTIAL_LOCALIZABLE,9,9,0.000999001,0.000999001,0.001998002,0.001998002,1,1,Recurrent exon(s); multi-exon compactness not testable,15,15,38,38,3,3,56,56
